author1	author2	#coauthor
Caetano Traina Jr	Maria Camila Nardini Barioni	1
Rahul Shah	Yuni Xia	1
Antti Ukkonen	Carlos Castillo	1
Dunren Che	Yangjun Chen	1
Maxim Kormilitsin	Yahya Fathi	1
Karl Schultz	Michael L. Wick	1
Michel Schneider	Ladjel Bellatreche	1
Srinivasan Jagannathan	Markus Hofmann	1
Ron Dolin	R. Avedon	1
Haixun Wang	Shaw-hwa Lo	1
Paul Castro	Hari Sundaram	1
Manolis Maragoudakis	George K. Kokkinakis	1
Ying Chen	Qiang Yang	1
Wei-Ying Ma	Xing Xie	2
Qing Li	Chi-Wai Fung	1
Kai Yu	Matthias Schubert	1
Olivier Verscheure	Xifeng Yan	1
M. Tamer Ozsu	Sule Gunduz	1
Markus M. Breunig	Hans-Peter Kriegel	1
Aristides Gionis	Risto A. Vaisanen	1
Todd Beaupre	Wei Chu	1
Dan Yang	Hing Wing To	1
Yanfang Ye	Dongyi Ye	1
Wenliang Du	Zhouxuan Teng	2
Samuel Ieong	Atish Das Sarma	1
Edleno Silva de Moura	Carlos A. Heuser	1
Soon Young Jung	Chong-Sun Hwang	2
Floriana Esposito	Claudia d'Amato	1
Ying Xia	Kee-Wook Rim	1
Kaushik Sinha	Gagan Agrawal	1
Wijnand van Stam	Kamal Ali	1
Jana Schmidt	Alexander Kurz	1
Vanessa Murdock	Evgeniy Gabrilovich	1
Sitaram Asur	Xintian Yang	1
Salvatore J. Stolfo	Shlomo Hershkop	1
Baichen Chen	Weifa Liang	1
Jinhui Jian	Hong Su	1
Nivio Ziviani	Berthier A. Ribeiro-Neto	4
Wei-Ying Ma	Feng Jing	2
Charles W. Glover	E. M. Oblow	1
Joseph Terry	Xiang Li	1
Byron J. Gao	Jin-yi Cai	1
Carlos R. Mechoso	Edmond Mesrobian	1
Jianfeng Gao	Jian-Yun Nie	1
Krishna Kummamuru	Nimit Kumar	1
Christos Faloutsos	Philip S. Yu	2
Evgeniy Gabrilovich	Andrei Z. Broder	3
Chris H. Q. Ding	Dijun Luo	1
Ron Dolin	Amr El Abbadi	1
Divesh Srivastava	Dimitrios Gunopulos	1
Fei Zou	Wei Wang	1
Prasad Deshpande	David J. DeWitt	1
Chabane Djeraba	Marinette Bouet	1
Jouni K. Seppanen	Heikki Mannila	3
Eric C. Jensen	Nazli Goharian	1
Rohan A. Baxter	Graham J. Williams	1
Lynda Yang	Wei Wang	1
Edleno Silva de Moura	Marco Cristo	1
Jeanne VanBriesen	Andreas Krause	1
Tim K. Cocx	Jeroen F. J. Laros	1
Katsuyuki Yamazaki	Akihiro Nakashima	1
Mateusz Pietrzyk	Subhasish Mazumdar	1
Chengqi Zhang	Xindong Wu	2
Pavel Calado	Marco Cristo	3
Amit Anil Nanavati	Sougata Mukherjea	1
Mounia Lalmas	Paul Ogilvie	1
Brian Frasca	Ron Kohavi	1
Mihnea Marinescu	Mark Osborn	1
Jian Pei	Byung-Won On	1
Aijun An	Miao Wen	1
Martin Gerlach	Joann Ruvolo	1
Xiaoli Li	Lan Yi	1
Ryan Rich	Ted Younglove	1
Manuel de Buenaga Rodriguez	Jose Maria Gomez	1
Zhong Su	Xiaoxun Zhang	1
I-Min A. Chen	Doron Rotem	1
Yang Xiang	Feodor F. Dragan	2
Saya V. Nagori	Tamara A. Schwimmer	1
Bo Zhang	Zaiqing Nie	2
Jing Gao	Kun Zhang	1
Qiang Zhu	Eamonn J. Keogh	1
John O'Kane	Greg Ridgeway	1
Sasha Blair-Goldensohn	Zhu Zhang	1
Yangqiu Song	Wen Jun Yin	1
J. Ricardo Perez-Correa	Alejandra Urtubia U	1
Casey Whitelaw	Lyle H. Ungar	1
Jun He	Wei Wei	1
Ernest V. Garcia	C. David Cooke	1
M. Narasimha Murty	J. Saketha Nath	1
Jinze Liu	Susan Paulsen	1
Diem Thi Hoang Le	Joo-Hwee Lim	1
Jeffrey R. Bach	Santanu Paul	1
Peter Antal	Geert Fannes	1
Ryan D. Forbes	Adele E. Howe	1
Masashi Sugiyama	Takafumi Kanamori	1
Jiawei Han	Siau-Cheng Khoo	1
Yahya Fathi	Matthias Stallmann	1
Kun Zhang	Hong Cheng	1
Xiaoli Li	Minqing Hu	1
Aidong Zhang	Woochang Hwang	1
Rebecca Haight	Peter Scheuermann	1
Mete Celik	Shashi Shekhar	3
Jose E. Moreira	Irina Rish	1
Manfred Hauswirth	Kai-Uwe Sattler	1
Guy Leduc	Pierre Geurts	1
Zhong Su	Tao Liu	1
Yang Xu	Fan Ding	1
Rudi Studer	Guido Lindner	1
Ted Roush	Wray L. Buntine	1
Lance Sherry	George Donohue	1
Antonio S. Cheng	Kevin Harris	1
George Forman	Evan Kirshenbaum	2
Yongjian Fu	Betty Xia	1
Monique V. Vieira	Davi de Castro Reis	2
Luc De Raedt	Siegfried Nijssen	2
Hari Sundaram	Aisling Kelliher	2
Qing Li	Kamalakar Karlapalem	2
Chris Kelman	Ada Wai-Chee Fu	1
Vania Bogorny	Paulo Martins Engel	1
Isaac G. Councill	Jian Huang	1
Petri Myllymaki	Petri Kontkanen	3
Eric W. Brown	Anni Coden	2
John Kolojejchick	Steven F. Roth	1
Wen Jin	Zengjian Hu	1
Omar Baqueiro	Yanbo J. Wang	1
Y. V. R. Reddy	B. V. L. Narayana	1
Edward Herskovits	Rong Chen	1
Mohamed Nadif	Rodolphe Priam	1
Ling Ma	David A. Grossman	1
Xiaowei Xu	Kai Yu	2
Peng Wu	Hui Xiong	1
Zheng Chen	Pu Wang	1
Marian Orlowski	Michael W. Herman	1
V. Seshadri	Raguram Sasisekharan	1
Stefan Kramer	Volker Heun	1
Hao Huang	Xindong Wu	2
Yixin Chen	Minmin Chen	1
George K. Kokkinakis	Katia Kermanidis	1
Ning Ruan	Yang Xiang	1
Jieping Ye	Chandra Kambhamettu	2
Eugenio Di Sciascio	Simona Colucci	1
Jieping Ye	Ying-Xin Li	1
Yufei Tao	Xiaokui Xiao	1
Sami Ayramo	Andriy Ivannikov	1
Bill Smart	Randy Kerber	1
Xin Zheng	Wei-Ying Ma	1
Catherine Graham	Qinghua Guo	1
Niels Landwehr	Andreas Karwath	1
Sasha Blair-Goldensohn	John M. Prager	1
Debprakash Patnaik	Manish Marwah	1
Beng-Seuk Lee	Nick P. Clarke	1
Katsuhiko Takabayashi	Hideto Yokoi	2
Michael J. Muller	Casey Dugan	2
John H. Thornton Jr	Victor E. Lee	1
John R. Smith	Rong Yan	1
Hannes Heikinheimo	Taneli Mielikainen	1
Farshad Fotouhi	Manjeet Rege	1
Nitesh V. Chawla	Albert-Laszlo Barabasi	1
Savitha Srinivasan	Anni Coden	1
Arnd Christian Konig	Rares Vernica	1
Kayo Ide	Padhraic Smyth	1
Xuanhui Wang	Hua-Jun Zeng	3
Fosca Giannotti	Mirco Nanni	2
Richard F. Helm	Deept Kumar	2
Gagan Agrawal	Ruoming Jin	5
Biplav Srivastava	Sougata Mukherjea	1
Fei Xing	Zaiqing Nie	1
Wael El-Deredy	Paulo J. G. Lisboa	1
Christos Faloutsos	Zhiqiang Bi	1
Jordi Nin	Josep-Lluis Larriba-Pey	1
Elena Zheleva	Catherine Plaisant	1
Faisal M. Khan	Valentina Bayer Zubek	1
Jean-Francois Pessiot	Patrick Gallinari	1
Jayant Kalagnanam	Michael Patek	1
Diana Santos	Mario J. Silva	1
Mohammed Javeed Zaki	Mosab Hassaan	1
Qiang Yang	Weizhu Chen	1
Rui Cai	Xiaolin Shi	1
Sam Skrivan	Adam Yeh	1
Kin Ung	John D. Lafferty	1
Jing Li	Huan Liu	1
Jana Schmidt	Marianne Mueller	1
Andrew B. Goldberg	Ariel Fuxman	1
Christian Panse	Mike Sips	1
Chris H. Q. Ding	Stephen R. Holbrook	1
Louis Licamele	Lise Getoor	3
Li Ding	Vishal Doshi	1
Edward Y. Chang	Beitao Li	2
Krishnamurthy Viswanathan	Ron Bekkerman	1
Sebastiano Vigna	Paolo Boldi	1
Ron Sivan	Einat Amitay	1
Robin N. Shaw	James E. Pearce	1
Philip S. Barry	Mary McDonald	1
Hal Beck	Randy Kerber	1
Detlef Nauck	Trevor P. Martin	1
Inderjit S. Dhillon	Rahul Kumar	1
Brett Matson	David Hawking	1
Carsten Tusk	Giovanni B. Marchisio	1
Jaturon Chattratichat	John Darlington	1
Trevor J. Stocki	Nathalie Japkowicz	1
Lei Li	James McCann	1
Nie Yu	Guodong Zhou	1
Hidetaka Matsumura	Keishi Tajima	1
Miu K. Tsang	Calton Pu	1
Jiawei Han	Xifeng Yan	12
Chuang Wang	Xing Xie	1
Carson Kai-Sang Leung	Pourang Irani	1
Bud Mishra	Malcolm Potts	1
Martin H. C. Law	Ana L. N. Fred	1
Lynda Yang	Leonard McMillan	1
Alex Thomo	Chris Upton	1
Yi Sun	Peter Tino	1
Kian-Lee Tan	Chong Leng Goh	1
Jieping Ye	Min Bae	1
Sara Cohen	Benny Kimelfeld	1
Jing Peng	Carlotta Domeniconi	1
Bin Ma	Xiaoyan Zhu	1
Gilles Venturini	Sebastien Augier	1
Yongjian Fu	Wan Gong	1
Mark Schwabacher	Stephen D. Bay	1
Lixin Shi	Guihong Cao	1
Wayne Ward	Kadri Hacioglu	1
Chih-Chin Liu	Chuan-Sung Huang	1
Dennis Shasha	Richard Cole	1
Qiong Luo	Juanzi Li	1
Veli Makinen	Johannes Fischer	1
Faiza Abbaci	Yves Rasolofo	1
Nish Parikh	Hill Nguyen	1
Susumu Horiguchi	Tu Bao Ho	1
Wei Fan	Hong Cheng	1
Christoph F. Eick	Nidal M. Zeidat	1
Xujuan Zhou	Raymond Y. K. Lau	1
Masashi Sugiyama	Yuta Tsuboi	1
Egidio L. Terra	Robert Warren	1
Chumki Basu	Hua Li	1
Fazel Famili	Sylvain Letourneau	1
Jonathan L. Herlocker	Seikyung Jung	1
Kenji Yamanishi	Ryohei Fujimaki	1
Jianyong Wang	Mohammed Javeed Zaki	1
Bin Wang	Fan Ding	1
Armand Sarkissian	Uwe F. Mayer	1
Yves Chiaramella	Jean Martinet	1
Guy M. Lohman	Sam Lightstone	1
Qiang Zhu	Xiaoyue Wang	1
Sang-Wook Kim	Woong-Kee Loh	1
Jin Dong	Changshui Zhang	1
Y. V. R. Reddy	Rajat Gupta	1
Anmol Bhasin	Rohini K. Srihari	1
George A. Mihaila	Themis Palpanas	1
Bo Zhang	Hsiao-Wuen Hon	1
Erich J. Neuhold	Ashish Mehta	1
Herve Bronnimann	Manoranjan Dash	1
Raymond Lieu	Alpha K. Luk	1
Jin Feng Wang	Kin-Hong Lee	1
Susan T. Dumais	William P. Jones	1
Stephane Loiseau	Vincent Lemaire	1
Tilmann F. W. Bruckhaus	Nazim H. Madhavji	2
Michael J. Turmon	Judit Pap	1
Yu Hao	Ming Li	1
Kei Shiu Ho	Robert W. P. Luk	1
Fabian M. Suchanek	Dinan Gunawardena	1
Bruno M. Fonseca	Davi de Castro Reis	1
Namita Singla	Dan A. Simovici	1
Jiuyong Li	Jie Chen	1
Ross D. King	Hannu Toivonen	1
Jin Yu	Ehud Reiter	1
Wolfgang Klas	Michael Halper	1
Ken Ueno	Eamonn J. Keogh	1
Gerhard Weikum	Gokhan H. Bakir	1
Takeshi Watanabe	Einoshin Suzuki	1
Robert Tibshirani	Trevor Hastie	2
Ravi Sundaram	D. Sivakumar	1
Huiming Qu	Deepayan Chakrabarti	1
Eamonn J. Keogh	Pranav Patel	1
Henrik Grosskreutz	Mario Boley	1
Jose C. Pinheiro	Fei Chen	1
Christopher B. Jones	Alia I. Abdelmoty	1
Tak-Chung Fu	Chak-man Ng	1
Carlos R. Mechoso	Richard R. Muntz	1
Isidore Rigoutsos	Sitaram Dikshitulu	1
Meishan Hu	Aixin Sun	1
Carmel Domshlak	N. Liusternik	1
Maurizio Atzori	Francesco Bonchi	1
Takeshi Suzuki	Kaoru Maeda	1
Bin Chen	Peter J. Haas	2
David A. Padua	Shengnan Cong	1
Sena Nural	Fatma Ozcan	1
Ya-Ju Fan	Wanpracha Art Chaovalitwongse	1
Chris Kelman	Graham J. Williams	1
Ellen Spertus	Lynn Andrea Stein	1
Michael Steinbach	Vipin Kumar	9
Guangyu Zhu	Timothy J. Bethea	1
Junhui Zhao	Dou Shen	1
Daniel Lemire	Yuhong Yan	1
Thomas D. Wagner	Lawrence W. Dowdy	1
Damien McAullay	Ada Wai-Chee Fu	1
Ioannis Tsamardinos	Alexander R. Statnikov	2
Bin Gao	Hang Li	1
Pascal Poncelet	Jean-Emile Symphor	1
Barbara Ray	Mahdi Abdelguerfi	1
Dongwon Lee	Wesley W. Chu	2
Christos Faloutsos	Hyung-Jeong Yang	3
Bernhard Seeger	Akrivi Vlachou	1
Hari Sundaram	Doree D. Seligmann	1
Nemanja Petrovic	Casey Whitelaw	1
Irwin King	Kaizhu Huang	3
Tias Guns	Siegfried Nijssen	2
Paolo Ciaccia	Marco Patella	1
Haesun Park	Hui Xiong	1
Ahmed Abdelali	Brett W. Bader	1
Tong Zhou	Ling Liu	1
Riichiro Take	Kazutaka Ogihara	1
Gholamreza Nakhaeizadeh	M. Wieczorek	1
Jan Prins	Susan Paulsen	1
Koji Tsuda	Sebastian Nowozin	1
Jeffrey F. Naughton	Curt J. Ellmann	1
Ata Kaban	Peter Tino	1
Jianyong Wang	Yi Wang	2
Mete Celik	Jin Soung Yoo	2
Richard F. Helm	Malcolm Potts	2
Kiri Wagstaff	Rebecca Castano	1
Catherine Plaisant	Tanya Clement	1
Robert Krovetz	Steve Lawrence	2
Aristides Gionis	Kai Puolamaki	1
Haesun Park	Tao Li	1
Haidong Wang	Senjuti Basu Roy	1
Ken Cosh	Pulyamon Vihakapirom	1
Nandit Soparkar	Abhaya Asthana	1
Christos Faloutsos	Hanghang Tong	8
Nebojsa Stefanovic	Krzysztof Koperski	1
Man Leung Wong	Shing Yan Lee	1
James Joseph	Nick Sillick	1
Zhaohui Zheng	Hongyuan Zha	1
Tariq Samad	Robert P. Goldman	1
Kotagiri Ramamohanarao	Hamad Alhammady	1
W. Bruce Croft	Jangwon Seo	1
Ellen Spertus	Orkut Buyukkokten	1
Amanda Spink	Michelle Sollenberger	1
Haixun Wang	Ke Wang	1
IlYoung Chung	Chong-Sun Hwang	1
Niina Haiminen	Aristides Gionis	1
Pranav Vaidya	Jaehwan (John) Lee	1
Muhammad Subianto	Arno Siebes	2
Jiawei Han	Yintao Yu	1
Jiawei Han	Junqiang Liu	1
Ludmila Cherkasova	Charles B. Morrey	1
Saikat Mukherjee	I. V. Ramakrishnan	2
Walid G. Aref	Moustafa A. Hammad	1
Wagner Meira Jr	Bruno Possas	1
Sasha Blair-Goldensohn	Zhiping Zheng	1
Manuel de Buenaga Rodriguez	Francisco M. Carrero	1
Fadi A. Thabtah	Peter I. Cowling	1
Jorg A. Walter	Daniel Wessling	1
Guy M. Lohman	Jun Rao	1
Bernd Wachmann	Markus Bundschus	1
Steve B. Jiang	Ying Cui	1
Michael Siegel	Robert Nado	1
Paul E. Stolorz	Peter F. Stadler	1
Shichao Zhang	Xindong Wu	1
Douglas H. Fisher	Lemuel R. Waitman	1
B. Aditya Prakash	Nicholas Valler	1
Rudolf Kruse	Mirko Bottcher	1
Li Zhang	Jing Zhang	1
Hongjun Lu	Jiawei Han	3
Philip S. Yu	Hao He	1
Paulo Braz Golgher	Rodrigo Damazio	1
Takeshi Suzuki	Katsumi Kanasaki	1
Koustuv Dasgupta	Dipanjan Chakraborty	1
Andrew S. Fast	Marc E. Maier	1
Loic Martinez	Juan Pedro Valente	1
Jin Shieh	Li Wei	1
Egidio Terra	Charles L. A. Clarke	1
Christoph Helma	Stefan Kramer	3
Silvio Lattanzi	Michael Mitzenmacher	1
Akihiro Inokuchi	Hisashi Kashima	1
Jouni K. Seppanen	Taneli Mielikainen	1
David D. Jensen	Andrew S. Fast	1
Chen Chen	Cindy Xide Lin	1
Carlos Guestrin	Natalie S. Glance	1
Alistair Veitch	Ludmila Cherkasova	1
S. Sundararajan	Cho-Jui Hsieh	1
Erik Marcade	Wayne Thompson	1
Richard Jiang	Chuck Freiwald	1
Edgar Cooper	Robert Broome	1
Ruoming Jin	Victor E. Lee	1
J. F. M. Burg	S. C. Chang	1
Murat Dundar	R. Bharat Rao	1
Katsuyuki Yamazaki	Hiroshi Motoda	1
Lynda Yang	Fernando Pardo-Manuel de Villena	1
Weizhu Chen	Jun Yan	1
Hua-Jun Zeng	Lijun Chen	1
Xiaoyong Chai	Charles X. Ling	1
Steve Horvat	Longin Jan Latecki	1
Jianying Wang	Susan Gauch	1
Jaideep Srivastava	Ron Kohavi	1
Martin Spott	Mirko Bottcher	1
Niall M. Adams	Paul R. Cohen	1
Bo Long	Xiaoyun Wu	1
Rohan A. Baxter	Ted Roush	1
Martin Staudt	Ulrich Reimer	1
Bo Long	Xiaoyun Xu	1
James M. Kang	Paige Novak	1
Dongfeng Chen	Timo J. Salo	1
Guoping Wang	Shihai Dong	1
Wayne Niblack	Aya Soffer	1
Beatrice Finance	Abdelghani Ridaoui	1
Li Ding	Joel Sachs	1
Tolga Bozkaya	Nasser Yazdani	1
Thomas George	Anshul Gupta	1
Michael R. Lyu	Irwin King	8
William W. Cohen	Jaime G. Carbonell	1
Henning Rode	Peter Mika	1
Katsuyuki Yamazaki	Kenichi Yoshida	1
Ziv Bar-Yossef	Yoelle S. Maarek	1
Ze Tian	Jean-Pierre Kocher	1
Wei Vivian Zhang	Ziyu Guan	1
Katsuyuki Yamazaki	Teruaki Homma	1
Chen Chen	Feida Zhu	2
M. Tamer Ozsu	Iqbal A. Goralwalla	3
Tushar Saxena	Li Xu	1
Abdelsalam Helal	Judson Fortner	1
Wei Wang	Yijun Lu	1
Jeong-Hee Hong	Sung Young Jung	1
Sara J. Graves	Xiang Li	1
Martti Juhola	Kalervo Jarvelin	1
Dongmei Ren	Kirk Scott	1
Heikki Mannila	Marko Salmenkivi	1
Feida Zhu	Cindy Xide Lin	1
Mikko Jegoroff	Andriy Ivannikov	1
Jin Huang	Jingjing Lu	1
Kazuhiko Shinozawa	Norihiro Hagita	1
Deepayan Chakrabarti	Andrei Z. Broder	1
Yi Huang	Matthias Schubert	1
Hua-Jun Zeng	Shen Huang	1
Debbie Dunn	Mark Melton	1
Dennis Shasha	Jason Tsong-Li Wang	4
Ravi B. Konuru	Aisling Kelliher	1
Alexander Drzezga	Stefan Kramer	1
Edward A. Fox	Xiaoyan Yu	1
Heikki Mannila	Mikael Fortelius	1
Roderick M. Rejesus	Bertis B. Little	1
Paraskevas V. Lekeas	Chen Li	1
Dah-Jye Lee	Eamonn J. Keogh	1
Jeong-Oog Lee	Doo-Kwon Baik	1
Michael Herscovici	David Carmel	1
Mukesh K. Mohania	Vijay Kumar	1
J. Yi	Richard R. Muntz	1
Shuicheng Yan	Loong Fah Cheong	1
Robert Krovetz	Gary William Flake	1
Christos Faloutsos	Aristides Gionis	1
Vania Bogorny	Luis Otavio Alvares	1
Massih-Reza Amini	Nicolas Usunier	1
Damien K. Fisher	William M. Shui	1
Georgios Paltoglou	Michail Salampasis	1
Giovanni Da San Martino	Alessandro Sperduti	1
Li Zhang	Juanzi Li	1
Martin Gerlach	James H. Kaufman	1
Eamonn J. Keogh	Jose Medina	1
Mingrui Wu	Jieping Ye	1
Hong-Cheu Liu	John Zeleznikow	1
Guozheng Xiao	Guodong Zhou	1
Paul E. Stolorz	Hisashi Nakamura	1
Martin Ester	Matthias Schubert	1
Paul E. Stolorz	Usama M. Fayyad	1
Heikki Mannila	Manfred Jaeger	1
Joao Gama	Pedro Pereira Rodrigues	1
Said Elnaffar	T. Patrick Martin	1
Julien Prados	Alexandros Kalousis	1
Xiaodong Zhang	Nobuo Ohbo	1
Ravi Kothari	L. Venkata Subramaniam	1
Ying Feng	Amr El Abbadi	1
Jan-Ming Ho	Shian-Hua Lin	2
David Locke	Joseph Bugajski	1
Ashok Savasere	Lars Rohrberg	1
Carlos R. Mechoso	John D. Farrara	1
Thomas Richardson	Greg Ridgeway	1
Lisa Friedland	Henry G. Goldberg	1
Sylvie Servigne	Robert Laurini	1
Ziv Bar-Yossef	Li-Tal Mashiach	1
Eemil Lagerspetz	Joonas Kukkonen	1
Dacheng Tao	Weiming Hu	1
Claudia Rolker	Ralf Kramer	1
Jonathan Stoeckel	Glenn Fung	1
David Madigan	John O'Kane	1
Adam Yeh	Youxuan Jin	1
Wenfei Fan	Minos N. Garofalakis	1
Xin Li	Fuchun Peng	1
Baoying Wang	William Perrizo	1
Zhihua Zhang	Ankur Jain	1
Muyuan Wang	Zhiwei Li	1
AnHai Doan	Clement T. Yu	1
Xuanhui Wang	Shen Huang	1
Jennifer G. Dy	David R. Kaeli	1
Christos Faloutsos	Claudia Plant	1
Jiawei Han	Betty Xia	1
Gunther Heidemann	Dennis Thom	1
Jieping Ye	Cheong Hee Park	1
Timo J. Salo	Rada Chirkova	1
In-Yee Lee	Ming-Syan Chen	1
Haiyun Bian	Raj Bhatnagar	1
Andrew Tomkins	Andrei Z. Broder	1
Yin-he Jiang	Xiangning Liu	1
Alessandro Panconesi	Flavio Chierichetti	1
Kayo Ide	Michael Ghil	1
Ming-Syan Chen	Cheng-Ru Lin	4
Yuhong Xiong	Fen Lin	1
Beng Chin Ooi	Stephane Bressan	2
Gaurav Pandey	Vipin Kumar	2
Biplav Srivastava	L. Venkata Subramaniam	1
Jun Xu	Hang Li	2
Changgyu Oh	Yugyung Lee	1
Minh Le Nguyen	Susumu Horiguchi	1
James Allan	Paul Ogilvie	1
Shin'ichi Satoh	Duy-Dinh Le	1
Mauricio R. Mediano	Vuk Ercegovac	1
Roderick M. Rejesus	Walter L. Johnston	1
Hanxiong Chen	Nobuo Ohbo	1
Jeff G. Schneider	Kaustav Das	3
Menahem Friedman	Mark Last	1
Li Zhang	Li Ma	1
Jesus Vegas	Guido Garcia	1
Jorn Bakker	Timo Leino	1
Jiawei Han	Chengxiang Zhai	1
Nurit Vatnik	Einat Neumann	2
Aleksander Kolcz	Steven M. Beitzel	1
Yi Li	Daniel Barbara	1
Chun Jin	Jaime G. Carbonell	1
Brad Harvey	Debbie Dunn	1
Xiao-Jun Yuan	Diane Kelly	1
Ricardo da Silva Torres	Claudia Bauzer Medeiros	1
Rema Padman	George T. Duncan	1
Jian Pei	Wei Wang	3
Jiawei Han	David Lo	1
Alexander T. Ihler	David Newman	1
Chaojing Sun	Clement T. Yu	1
Suisheng Tang	Zhuo Zhang	1
Ya-Ju Fan	Rajesh C. Sachdeo	1
Joydeep Ghosh	Meghana Deodhar	2
Jure Leskovec	Natalie S. Glance	1
Kiseok Choi	Manoranjan Dash	1
Zhi-Hua Zhou	Yuan Jiang	1
V. S. Subrahmanian	James A. Hendler	1
Eric W. Brown	Arnon Amir	1
Sunny Aggarwal	Alekh Agarwal	1
Kingshy Goh	Kwang-Ting Cheng	1
Lawrence B. Holder	Surnjani Djoko	1
Quoc Luan Ha	Meiliu Lu	1
David Dominguez-Sal	Mihai Surdeanu	1
Sudhir Kumar	Lei Yuan	1
Chen Ding	Andrew Lim	1
Josep-Lluis Larriba-Pey	Norbert Martinez-Bazan	1
Tak-Chung Fu	Robert W. P. Luk	1
Stefan Wrobel	Tamas Horvath	2
Stephane Loiseau	Alexis Bondu	1
Vineet Chaoji	Saeed Salem	2
Andrew McCallum	Chris Pal	2
Jiawei Han	Young-Koo Lee	1
Dadong Wan	Arie Segev	1
Choon-Bo Shim	Jae-Woo Chang	1
Shashi Shekhar	Pang-Ning Tan	1
Jose E. Moreira	Sheng Ma	1
Jieping Ye	Lei Yuan	1
Raghavendra Udupa	A. Kumaran	1
Ashish Verma	Indrajit Bhattacharya	1
Isamu Shioya	Takao Miura	2
Jose Ramon Mendez	Florentino Fdez-Riverola	2
W. Bruce Croft	Yaniv Bernstein	1
Wenke Lee	Andreas L. Prodromidis	1
Robert Atlas	Juan-Carlos Jusem	1
Carlos Ordonez	Levien de Braal	1
Zhong Su	Zhili Guo	1
Enrique Puertas Sanz	Jose Maria Gomez Hidalgo	1
Sriharsha Veeramachaneni	Paolo Avesani	1
Manolis Platakis	Dimitrios Kotsakos	1
Reiner Kraft	Vadim von Brzeski	1
Shlomo Zilberstein	Andrew Arnt	1
Stephane Bressan	Mong-Li Lee	1
Haofen Wang	Chang Liu	1
Qi Zhang	Jan Prins	1
Lawrence B. Holder	Gehad Galal	1
Yuchang Gong	Chuang Wang	1
Xiuyao Song	Christopher M. Jermaine	1
Dmitrii Polshakov	Ruoming Jin	1
Charles Elkan	Keith Noto	1
Art Munson	Steve Kelling	1
Jiawei Han	Andrew Y. Wu	1
Chaojing Sun	Weiyi Meng	1
Finn Arup Nielsen	David M. Pennock	2
Evangelos Simoudis	Tom Khabaza	1
Emilio Carrizosa	Dolores Romero Morales	1
David C. Brown	Aparna S. Varde	1
Dongwon Lee	Hung-sik Kim	1
Srinivasan Jagannathan	Kevin C. Almeroth	1
Shantanu Godbole	Ajay Gupta	1
Mikko Jegoroff	Sami Ayramo	1
Licia Capra	Stephen Hailes	1
Sachindra Joshi	Krishna Prasad Chitrapura	2
Jieping Ye	Zheng Zhao	3
Can Wang	Chun Chen	1
Bruno M. Fonseca	Rodrigo Damazio	1
Norihiro Hagita	Rumiko Matsuoka	1
Faiza Abbaci	Jacques Savoy	1
Hyung-Jeong Yang	Pinar Duygulu	1
Paul Lu	Osmar R. Zaiane	1
Jiawei Han	Shojiro Nishio	1
Jing Gao	Olivier Verscheure	1
Petros Drineas	Anirban Dasgupta	1
Yabo Xu	Hongjun Lu	1
Ralf Duckstein	Klemens Bohm	1
Brian Garner	Geoffrey I. Webb	1
Giuseppe Attardi	Hugo Zaragoza	1
Robert Hall	Matthew Marzilli	1
Ling Ma	Nazli Goharian	4
Bo Zhang	Eric P. Xing	1
Joao Araujo	Sara Silva	1
Rudolf Kruse	Peter Wagner	1
Benyu Zhang	Dou Shen	1
Raghu Ramakrishnan	Stephen J. Wright	1
Xiangji Huang	Stefan M. Ruger	1
Jie Tang	Limin Yao	2
Qiang Yang	Jie Yin	2
Lise Getoor	Ronen Feldman	1
Dennis DeCoste	Omid Madani	1
Yang Yu	Yuan Jiang	1
Shiyong Lu	Yi Lu	1
Andrea Tagarelli	Francesco Gullo	1
George Forman	Kave Eshghi	1
Todd Beaupre	Seinjuti Chakraborty	1
George Kollios	Nikos Mamoulis	1
Shyamsundar Rajaram	Martin Scholz	1
Christoph F. Eick	Murali-Krishna Achari	1
Yijian Bai	Chang Luo	1
Vanja Josifovski	Stanley Y. W. Su	1
Athanasios K. Tsakalidis	Konstantinos Markellos	1
Yi Zhang	John C. Platt	1
Hongjun Zhu	Jianwen Su	1
Mohammad M. Masud	Bhavani M. Thuraisingham	1
Shengrui Wang	Abdellali Kelil	1
Qing He	Hui Xiong	1
Yong Yu	Hang Li	1
Hing-Yan Lee	Hwee-Leng Ong	1
Gui-Rong Xue	Dou Shen	1
W. Bruce Croft	Donald Metzler	1
Forest Fisher	Helen Mortensen	1
Jie Tang	Zi Yang	1
Andrew B. Goldberg	Anitha Kannan	1
Victor J. Rayward-Smith	Graeme Richards	1
Geoff Hulten	Laurie Spencer	1
Corin R. Anderson	Daniel S. Weld	1
Debora Donato	Carlos Castillo	3
Gaurav Pandey	Tushar Garg	1
Hing-Fung Ting	David Wai-Lok Cheung	1
Rumiko Matsuoka	Michiko Furutani	1
Sean Cox	Lan Ye	1
Arnab Bhattacharya	Jia-Yu Pan	1
Osmar R. Zaiane	Yijun Lu	1
Xiaojing Yuan	Bill P. Buckles	1
Qiang Yang	Dou Shen	5
Martin Skold	Tore Risch	1
Andreas Hotho	Bernhard Ganter	1
Pengyue J. Lin	Ted Younglove	1
Chris H. Q. Ding	Hanchuan Peng	1
Stephane Bressan	Gillian Dobbie	1
